92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,94,82
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
82,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,84
82,0,2,0,0,0,0,0,0,0,72,0,0,0,0,0,72,0,0,84
82,72,72,72,72,0,0,72,0,0,72,72,72,72,72,72,0,0,0,82
82,92,92,92,92,92,0,92,0,0,92,92,92,92,92,96,72,0,0,84
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84
86,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24,24,74,82,84
86,0,0,0,0,74,72,72,72,72,72,72,72,72,72,72,72,82,82,82
86,0,0,0,0,91,92,92,92,92,92,92,92,92,92,92,92,92,95,92
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
86,76,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,61,1
86,72,72,72,72,72,72,76,0,24,24,0,0,0,0,0,74,72,72,72
86,0,24,23,28,23,24,0,22,29,0,0,0,0,0,74,96,22,22,22
86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,74,82,83,0,0,0,0,0,0,0
83,76,0,4,0,0,74,72,72,72,83,82,86,28,28,28,28,28,4,28
82,83,72,72,72,72,83,82,82,82,82,82,82,76,18,18,74,72,72,72
82,82,82,82,82,82,82,82,82,82,82,82,82,83,72,72,83,82,82,82
